departamento,campania_inicio
Coronel Dorrego,1998
Coronel Dorrego,1999
Coronel Dorrego,2000
Coronel Dorrego,2001
Coronel Dorrego,2002
Coronel Dorrego,2003
Coronel Dorrego,2004
Coronel Dorrego,2005
Coronel Dorrego,2006
Coronel Dorrego,2007
Coronel Dorrego,2009
Coronel Dorrego,2010
Coronel Dorrego,2011
Coronel Dorrego,2012
Coronel Dorrego,2013
Coronel Dorrego,2014
Coronel Dorrego,2015
Coronel Dorrego,2016
Coronel Pringles,1983
Coronel Pringles,1984
Coronel Pringles,1985
Coronel Pringles,1989
Coronel Pringles,1990
Coronel Pringles,1991
Coronel Pringles,1993
Coronel Pringles,1994
Coronel Pringles,1996
Coronel Pringles,1997
Coronel Pringles,1999
Coronel Pringles,2000
Coronel Pringles,2001
Coronel Pringles,2002
Coronel Pringles,2003
Coronel Pringles,2004
Coronel Pringles,2005
Coronel Pringles,2006
Coronel Pringles,2007
Coronel Pringles,2009
Coronel Pringles,2010
Coronel Pringles,2011
Coronel Pringles,2013
Coronel Pringles,2014
Coronel Pringles,2015
Coronel Pringles,2016
Coronel Pringles,2017
Coronel Suarez,1983
Coronel Suarez,1984
Coronel Suarez,1985
Coronel Suarez,1987
Coronel Suarez,1988
Coronel Suarez,1989
Coronel Suarez,1990
Coronel Suarez,1991
Coronel Suarez,1992
Coronel Suarez,1993
Coronel Suarez,1994
Coronel Suarez,1996
Coronel Suarez,1997
Coronel Suarez,1998
Coronel Suarez,1999
Coronel Suarez,2000
Coronel Suarez,2001
Coronel Suarez,2003
Coronel Suarez,2004
Coronel Suarez,2005
Coronel Suarez,2006
Coronel Suarez,2007
Coronel Suarez,2009
Coronel Suarez,2010
Coronel Suarez,2011
Coronel Suarez,2012
Coronel Suarez,2013
Coronel Suarez,2014
Coronel Suarez,2015
Coronel Suarez,2016
Cruz Alta,1981
Cruz Alta,1982
Cruz Alta,1983
Cruz Alta,1984
Cruz Alta,1987
Cruz Alta,1988
Cruz Alta,1989
Cruz Alta,1990
Cruz Alta,1991
Cruz Alta,1992
Cruz Alta,1993
Cruz Alta,1995
Cruz Alta,1996
Cruz Alta,1997
Cruz Alta,1998
Cruz Alta,2003
Cruz Alta,2005
Cruz Alta,2006
Cruz Alta,2007
Cruz Alta,2008
Cruz Alta,2009
Cruz Alta,2010
Cruz Alta,2013
Cruz Alta,2014
Cruz Alta,2015
Cruz Alta,2016
Cruz Alta,2017
Curuzu Cuatia,1981
Curuzu Cuatia,1982
Curuzu Cuatia,1984
Curuzu Cuatia,1985
Curuzu Cuatia,1992
Curuzu Cuatia,1998
Curuzu Cuatia,1999
Curuzu Cuatia,2000
Curuzu Cuatia,2002
Curuzu Cuatia,2003
Curuzu Cuatia,2007
Curuzu Cuatia,2008
Curuzu Cuatia,2009
Curuzu Cuatia,2010
Daireaux,1981
Daireaux,1983
Daireaux,1984
Daireaux,1985
Daireaux,1986
Daireaux,1987
Daireaux,1988
Daireaux,1989
Daireaux,1990
Daireaux,1991
Daireaux,1992
Daireaux,1993
Daireaux,1994
Daireaux,1995
Daireaux,1996
Daireaux,1997
Daireaux,1998
Daireaux,1999
Daireaux,2000
Daireaux,2001
Daireaux,2002
Daireaux,2003
Daireaux,2004
Daireaux,2005
Daireaux,2006
Daireaux,2007
Daireaux,2009
Daireaux,2010
Daireaux,2011
Daireaux,2012
Daireaux,2013
Daireaux,2014
Daireaux,2015
Daireaux,2016
Daireaux,2017
Diamante,1981
Diamante,1982
Diamante,1983
Diamante,1984
Diamante,1985
Diamante,1986
Diamante,1987
Diamante,1988
Diamante,1989
Diamante,1990
Diamante,1991
Diamante,1992
Diamante,1993
Diamante,1994
Diamante,1995
Diamante,1997
Diamante,1998
Diamante,1999
Diamante,2000
Diamante,2001
Diamante,2002
Diamante,2003
Diamante,2004
Diamante,2005
Diamante,2006
Diamante,2007
Diamante,2009
Diamante,2010
Diamante,2011
Diamante,2012
Diamante,2013
Diamante,2014
Diamante,2015
Diamante,2016
Dolores,2000
Dolores,2001
Dolores,2002
Dolores,2003
Dolores,2004
Dolores,2005
Dolores,2006
Dolores,2007
Dolores,2009
Dolores,2010
Dolores,2011
Dolores,2012
Dolores,2013
Dolores,2014
Dolores,2015
Dolores,2016
Dolores,2017
El Alto,1990
El Alto,1991
El Alto,1993
El Alto,1996
El Alto,1997
El Alto,1998
El Alto,1999
El Alto,2000
El Alto,2001
El Alto,2002
El Alto,2003
El Alto,2005
El Alto,2006
El Alto,2007
El Alto,2008
El Alto,2009
El Alto,2013
El Alto,2014
El Alto,2015
El Alto,2016
El Alto,2017
El Carmen,1981
El Carmen,1982
El Carmen,1983
El Carmen,1984
El Carmen,1985
El Carmen,1986
El Carmen,1987
El Carmen,1988
El Carmen,1989
El Carmen,1990
El Carmen,1991
El Carmen,1992
El Carmen,1993
El Carmen,2003
El Carmen,2004
El Carmen,2008
El Carmen,2009
El Carmen,2010
El Carmen,2011
El Carmen,2013
El Carmen,2014
El Carmen,2015
El Carmen,2016
El Carmen,2017
Esquina,1981
Esquina,1982
Esquina,1983
Esquina,1992
Esquina,1993
Esquina,1994
Esquina,1995
Esquina,1996
Esquina,1997
Esquina,1998
Esquina,1999
Esquina,2002
Esquina,2003
Esquina,2007
Esquina,2008
Esquina,2009
Esquina,2010
Exaltacion De La Cruz,1981
Exaltacion De La Cruz,1982
Exaltacion De La Cruz,1983
Exaltacion De La Cruz,1985
Exaltacion De La Cruz,1986
Exaltacion De La Cruz,1987
Exaltacion De La Cruz,1988
Exaltacion De La Cruz,1989
Exaltacion De La Cruz,1990
Exaltacion De La Cruz,1991
Exaltacion De La Cruz,1993
Exaltacion De La Cruz,1994
Exaltacion De La Cruz,1995
Exaltacion De La Cruz,1996
Exaltacion De La Cruz,1997
Exaltacion De La Cruz,1998
Exaltacion De La Cruz,1999
Exaltacion De La Cruz,2000
Exaltacion De La Cruz,2001
Exaltacion De La Cruz,2002
Exaltacion De La Cruz,2003
Exaltacion De La Cruz,2004
Exaltacion De La Cruz,2005
Exaltacion De La Cruz,2006
Exaltacion De La Cruz,2007
Exaltacion De La Cruz,2009
Exaltacion De La Cruz,2010
Exaltacion De La Cruz,2011
Exaltacion De La Cruz,2012
Exaltacion De La Cruz,2013
Exaltacion De La Cruz,2014
Exaltacion De La Cruz,2015
Exaltacion De La Cruz,2016
Famailla,1993
Famailla,1998
Famailla,2003
Famailla,2005
Famailla,2006
Famailla,2007
Famailla,2008
Famailla,2009
Famailla,2010
Famailla,2011
Famailla,2012
Famailla,2013
Famailla,2014
Famailla,2015
Famailla,2016
Famailla,2017
Federacion,1996
Federacion,1997
Federacion,1998
Federacion,2000
Federacion,2001
Federacion,2002
Federacion,2003
Federacion,2004
Federacion,2005
Federacion,2006
Federacion,2007
Federacion,2009
Federacion,2010
Federacion,2011
Federacion,2012
Federacion,2013
Federacion,2014
Federacion,2016
Federal,1983
Federal,1984
Federal,1985
Federal,1987
Federal,1988
Federal,1991
Federal,1992
Federal,1993
Federal,1994
Federal,1995
Federal,1996
Federal,1997
Federal,1998
Federal,2000
Federal,2001
Federal,2002
Federal,2003
Federal,2004
Federal,2005
Federal,2006
Federal,2007
Federal,2009
Federal,2010
Federal,2011
Federal,2012
Federal,2013
Federal,2014
Federal,2016
Feliciano,1987
Feliciano,1991
Feliciano,1992
Feliciano,1994
Feliciano,1995
Feliciano,1997
Feliciano,1998
Feliciano,1999
Feliciano,2000
Feliciano,2001
Feliciano,2002
Feliciano,2004
Feliciano,2005
Feliciano,2006
Feliciano,2007
Feliciano,2009
Feliciano,2010
Feliciano,2011
Feliciano,2012
Feliciano,2013
Feliciano,2014
Feliciano,2016
Figueroa,1994
Figueroa,1997
Figueroa,1998
Figueroa,2006
Figueroa,2007
Figueroa,2008
Figueroa,2009
Figueroa,2010
Figueroa,2013
Figueroa,2014
Figueroa,2015
Figueroa,2016
Figueroa,2017
Florentino Ameghino,1995
Florentino Ameghino,1996
Florentino Ameghino,1997
Florentino Ameghino,1998
Florentino Ameghino,1999
Florentino Ameghino,2000
Florentino Ameghino,2001
Florentino Ameghino,2002
Florentino Ameghino,2003
Florentino Ameghino,2004
Florentino Ameghino,2005
Florentino Ameghino,2006
Florentino Ameghino,2007
Florentino Ameghino,2009
Florentino Ameghino,2010
Florentino Ameghino,2011
Florentino Ameghino,2012
Florentino Ameghino,2013
Florentino Ameghino,2014
Florentino Ameghino,2015
Florentino Ameghino,2016
Florentino Ameghino,2017
Fray Justo Santa Maria De Oro,1986
Fray Justo Santa Maria De Oro,1987
Fray Justo Santa Maria De Oro,1988
Fray Justo Santa Maria De Oro,1989
Fray Justo Santa Maria De Oro,1990
Fray Justo Santa Maria De Oro,1991
Fray Justo Santa Maria De Oro,1992
Fray Justo Santa Maria De Oro,1993
Fray Justo Santa Maria De Oro,1995
Fray Justo Santa Maria De Oro,1996
Fray Justo Santa Maria De Oro,1997
Fray Justo Santa Maria De Oro,1998
Fray Justo Santa Maria De Oro,1999
Fray Justo Santa Maria De Oro,2000
Fray Justo Santa Maria De Oro,2001
Fray Justo Santa Maria De Oro,2002
Fray Justo Santa Maria De Oro,2003
Fray Justo Santa Maria De Oro,2005
Fray Justo Santa Maria De Oro,2006
Fray Justo Santa Maria De Oro,2007
Fray Justo Santa Maria De Oro,2009
Fray Justo Santa Maria De Oro,2010
Fray Justo Santa Maria De Oro,2012
Fray Justo Santa Maria De Oro,2013
Fray Justo Santa Maria De Oro,2014
Fray Justo Santa Maria De Oro,2015
Fray Justo Santa Maria De Oro,2016
Fray Justo Santa Maria De Oro,2017
Garay,1981
Garay,1982
Garay,1983
Garay,1984
Garay,1985
Garay,1986
Garay,1987
Garay,1989
Garay,1990
Garay,1991
Garay,1992
Garay,1993
Garay,1994
Garay,1995
Garay,1997
Garay,1998
Garay,1999
Garay,2000
Garay,2001
Garay,2003
Garay,2005
Garay,2006
Garay,2007
Garay,2009
Garay,2010
Garay,2011
Garay,2012
Garay,2013
Garay,2014
Garay,2016
General Alvarado,1984
General Alvarado,1985
General Alvarado,1986
General Alvarado,1987
General Alvarado,1988
General Alvarado,1989
General Alvarado,1990
General Alvarado,1991
General Alvarado,1993
General Alvarado,1994
General Alvarado,1996
General Alvarado,1997
General Alvarado,1998
General Alvarado,1999
General Alvarado,2000
General Alvarado,2001
General Alvarado,2002
General Alvarado,2003
General Alvarado,2004
General Alvarado,2005
General Alvarado,2006
General Alvarado,2007
General Alvarado,2008
General Alvarado,2009
General Alvarado,2010
General Alvarado,2012
General Alvarado,2014
General Alvarado,2015
General Alvarado,2016
General Alvarado,2017
General Alvear,1983
General Alvear,1984
General Alvear,1985
General Alvear,1987
General Alvear,1988
General Alvear,1989
General Alvear,1991
General Alvear,1992
General Alvear,1995
General Alvear,1996
General Alvear,1997
General Alvear,1998
General Alvear,1999
General Alvear,2000
General Alvear,2001
General Alvear,2002
General Alvear,2003
General Alvear,2004
General Alvear,2005
General Alvear,2006
General Alvear,2007
General Alvear,2009
General Alvear,2010
General Alvear,2011
General Alvear,2012
General Alvear,2013
General Alvear,2014
General Alvear,2015
General Alvear,2016
General Alvear,2017
General Arenales,1981
General Arenales,1982
General Arenales,1983
General Arenales,1984
General Arenales,1985
General Arenales,1986
General Arenales,1987
General Arenales,1988
General Arenales,1989
General Arenales,1990
General Arenales,1992
General Arenales,1993
General Arenales,1994
General Arenales,1995
General Arenales,1996
General Arenales,1997
General Arenales,1998
General Arenales,1999
General Arenales,2000
General Arenales,2001
General Arenales,2002
General Arenales,2003
General Arenales,2004
General Arenales,2005
General Arenales,2006
General Arenales,2007
General Arenales,2009
General Arenales,2010
General Arenales,2011
General Arenales,2012
General Arenales,2013
General Arenales,2014
General Arenales,2015
General Arenales,2016
General Belgrano,1981
General Belgrano,1982
General Belgrano,1983
General Belgrano,1986
General Belgrano,1987
General Belgrano,1988
General Belgrano,1989
General Belgrano,1990
General Belgrano,1991
General Belgrano,1992
General Belgrano,1993
General Belgrano,1994
General Belgrano,1995
General Belgrano,1996
General Belgrano,1997
General Belgrano,1998
General Belgrano,1999
General Belgrano,2000
General Belgrano,2001
General Belgrano,2002
General Belgrano,2003
General Belgrano,2004
General Belgrano,2005
General Belgrano,2006
General Belgrano,2007
General Belgrano,2008
General Belgrano,2009
General Belgrano,2010
General Belgrano,2011
General Belgrano,2012
General Belgrano,2013
General Belgrano,2014
General Belgrano,2015
General Belgrano,2016
General Belgrano,2017
General Donovan,1986
General Donovan,1988
General Donovan,1989
General Donovan,1992
General Donovan,1995
General Donovan,1996
General Donovan,1997
General Donovan,1998
General Donovan,1999
General Donovan,2000
General Donovan,2001
General Donovan,2002
General Donovan,2004
General Donovan,2005
General Donovan,2006
General Donovan,2007
General Donovan,2008
General Donovan,2009
General Donovan,2010
General Guemes,1981
General Guemes,1982
General Guemes,1983
General Guemes,1984
General Guemes,1986
General Guemes,1987
General Guemes,1988
General Guemes,1989
General Guemes,1990
General Guemes,1991
General Guemes,1992
General Guemes,1993
General Guemes,1994
General Guemes,1995
General Guemes,1996
General Guemes,1997
General Guemes,1998
General Guemes,1999
General Guemes,2000
General Guemes,2001
General Guemes,2002
General Guemes,2004
General Guemes,2005
General Guemes,2006
General Guemes,2007
General Guemes,2008
General Guemes,2009
General Guemes,2010
General Guemes,2011
General Guemes,2012
General Guemes,2013
General Guemes,2014
General Guemes,2015
General Guemes,2016
General Guemes,2017
General Jose De San Martin,1981
General Jose De San Martin,1982
General Jose De San Martin,1983
General Jose De San Martin,1984
General Jose De San Martin,1985
General Jose De San Martin,1986
General Jose De San Martin,1987
General Jose De San Martin,1988
General Jose De San Martin,1989
General Jose De San Martin,1990
General Jose De San Martin,1991
General Jose De San Martin,1992
General Jose De San Martin,1993
General Jose De San Martin,1994
General Jose De San Martin,1996
General Jose De San Martin,1997
General Jose De San Martin,1998
General Jose De San Martin,1999
General Jose De San Martin,2000
General Jose De San Martin,2001
General Jose De San Martin,2002
General Jose De San Martin,2003
General Jose De San Martin,2005
General Jose De San Martin,2006
General Jose De San Martin,2007
General Jose De San Martin,2009
General Jose De San Martin,2010
General Jose De San Martin,2013
General Jose De San Martin,2014
General Jose De San Martin,2015
General Jose De San Martin,2016
General Jose De San Martin,2017
General Juan Madariaga,1992
General Juan Madariaga,1993
General Juan Madariaga,1994
General Juan Madariaga,1995
General Juan Madariaga,1996
General Juan Madariaga,1997
General Juan Madariaga,1998
General Juan Madariaga,1999
General Juan Madariaga,2000
General Juan Madariaga,2001
General Juan Madariaga,2002
General Juan Madariaga,2003
General Juan Madariaga,2004
General Juan Madariaga,2005
General Juan Madariaga,2006
General Juan Madariaga,2007
General Juan Madariaga,2009
General Juan Madariaga,2010
General Juan Madariaga,2011
General Juan Madariaga,2012
General Juan Madariaga,2013
General Juan Madariaga,2014
General Juan Madariaga,2015
General Juan Madariaga,2016
General Juan Madariaga,2017
General La Madrid,1983
General La Madrid,1988
General La Madrid,1989
General La Madrid,1990
General La Madrid,1991
General La Madrid,1992
General La Madrid,1993
General La Madrid,1994
General La Madrid,1996
General La Madrid,1997
General La Madrid,1998
General La Madrid,1999
General La Madrid,2000
General La Madrid,2001
General La Madrid,2004
General La Madrid,2005
General La Madrid,2006
General La Madrid,2007
General La Madrid,2009
General La Madrid,2010
General La Madrid,2011
General La Madrid,2012
General La Madrid,2013
General La Madrid,2014
General La Madrid,2015
General La Madrid,2016
General Las Heras,1984
General Las Heras,1985
General Las Heras,1986
General Las Heras,1987
General Las Heras,1988
General Las Heras,1995
General Las Heras,1996
General Las Heras,1997
General Las Heras,1998
General Las Heras,1999
General Las Heras,2000
General Las Heras,2001
General Las Heras,2002
General Las Heras,2003
General Las Heras,2004
General Las Heras,2005
General Las Heras,2006
General Las Heras,2007
General Las Heras,2009
General Las Heras,2010
General Las Heras,2011
General Las Heras,2012
General Las Heras,2013
General Las Heras,2014
General Las Heras,2015
General Las Heras,2016
General Lopez,1981
General Lopez,1982
General Lopez,1983
General Lopez,1984
General Lopez,1985
General Lopez,1986
General Lopez,1987
General Lopez,1989
General Lopez,1990
General Lopez,1991
General Lopez,1992
General Lopez,1993
General Lopez,1994
General Lopez,1997
General Lopez,1998
General Lopez,1999
General Lopez,2000
General Lopez,2001
General Lopez,2002
General Lopez,2003
General Lopez,2004
General Lopez,2005
General Lopez,2006
General Lopez,2007
General Lopez,2009
General Lopez,2010
General Lopez,2011
General Lopez,2012
General Lopez,2013
General Lopez,2014
General Lopez,2015
General Lopez,2016
General Lopez,2017
General Manuel Belgrano,1981
General Manuel Belgrano,1982
General Manuel Belgrano,1983
General Manuel Belgrano,1984
General Manuel Belgrano,1986
General Manuel Belgrano,1987
General Manuel Belgrano,1996
General Manuel Belgrano,1998
General Manuel Belgrano,2001
General Manuel Belgrano,2003
General Manuel Belgrano,2006
General Manuel Belgrano,2007
General Manuel Belgrano,2009
General Manuel Belgrano,2010
General Manuel Belgrano,2012
General Manuel Belgrano,2013
General Manuel Belgrano,2014
General Manuel Belgrano,2015
General Manuel Belgrano,2016
General Manuel Belgrano,2017
General Obligado,1981
General Obligado,1982
General Obligado,1983
General Obligado,1984
General Obligado,1985
General Obligado,1986
General Obligado,1987
General Obligado,1988
General Obligado,1989
General Obligado,1991
General Obligado,1992
General Obligado,1993
General Obligado,1994
General Obligado,1995
General Obligado,1996
General Obligado,1997
General Obligado,1998
General Obligado,1999
General Obligado,2001
General Obligado,2002
General Obligado,2006
General Obligado,2008
General Obligado,2009
General Obligado,2010
General Obligado,2011
General Obligado,2012
General Obligado,2013
General Obligado,2014
General Obligado,2015
General Obligado,2016
General Paz,1981
General Paz,1983
General Paz,1984
General Paz,1985
General Paz,1987
General Paz,1988
General Paz,1989
General Paz,2013
General Paz,2014
General Paz,2015
General Paz,2016
General Pinto,1981
General Pinto,1982
General Pinto,1983
General Pinto,1985
General Pinto,1986
General Pinto,1987
General Pinto,1988
General Pinto,1989
General Pinto,1990
General Pinto,1991
General Pinto,1992
General Pinto,1993
General Pinto,1994
General Pinto,1996
General Pinto,1997
General Pinto,1998
General Pinto,1999
General Pinto,2000
General Pinto,2001
General Pinto,2002
General Pinto,2003
General Pinto,2004
General Pinto,2005
General Pinto,2006
General Pinto,2007
General Pinto,2009
General Pinto,2010
General Pinto,2011
General Pinto,2012
General Pinto,2013
General Pinto,2014
General Pinto,2015
General Pinto,2016
General Pueyrredon,1983
General Pueyrredon,1984
General Pueyrredon,1985
General Pueyrredon,1987
General Pueyrredon,1988
General Pueyrredon,1989
General Pueyrredon,1990
General Pueyrredon,1991
General Pueyrredon,1993
General Pueyrredon,1994
General Pueyrredon,1995
General Pueyrredon,1996
General Pueyrredon,1997
General Pueyrredon,1998
General Pueyrredon,1999
General Pueyrredon,2000
General Pueyrredon,2001
General Pueyrredon,2002
General Pueyrredon,2003
General Pueyrredon,2004
General Pueyrredon,2005
General Pueyrredon,2006
General Pueyrredon,2007
General Pueyrredon,2009
General Pueyrredon,2010
General Pueyrredon,2011
General Pueyrredon,2012
General Pueyrredon,2013
General Pueyrredon,2014
General Pueyrredon,2015
General Pueyrredon,2016
General Pueyrredon,2017
General Roca,1982
General Roca,1983
General Roca,1984
General Roca,1985
General Roca,1987
General Roca,1988
General Roca,1989
General Roca,1990
General Roca,1991
General Roca,1992
General Roca,1993
General Roca,1994
General Roca,1995
General Roca,1997
General Roca,1998
General Roca,1999
General Roca,2000
General Roca,2001
General Roca,2002
General Roca,2003
General Roca,2004
General Roca,2005
General Roca,2006
General Roca,2007
General Roca,2009
General Roca,2010
General Roca,2011
General Roca,2012
General Roca,2013
General Roca,2014
General Roca,2015
General Roca,2016
General Roca,2017
General Rodriguez,1984
General Rodriguez,1985
General Rodriguez,1987
General Rodriguez,1988
General Rodriguez,1989
General Rodriguez,1995
General Rodriguez,1996
General Rodriguez,1997
General Rodriguez,1998
General Rodriguez,2000
General Rodriguez,2001
General Rodriguez,2002
General Rodriguez,2003
General Rodriguez,2004
General Rodriguez,2005
General Rodriguez,2006
General Rodriguez,2007
General Rodriguez,2009
General Rodriguez,2010
General Rodriguez,2011
General Rodriguez,2012
General Rodriguez,2013
General Rodriguez,2014
General Rodriguez,2015
General Rodriguez,2016
General San Martin,1981
General San Martin,1982
General San Martin,1983
General San Martin,1984
General San Martin,1985
General San Martin,1986
General San Martin,1987
General San Martin,1989
General San Martin,1990
General San Martin,1991
General San Martin,1992
General San Martin,1993
General San Martin,1995
General San Martin,1997
General San Martin,1998
General San Martin,1999
General San Martin,2000
General San Martin,2001
General San Martin,2002
General San Martin,2003
General San Martin,2004
General San Martin,2005
General San Martin,2006
General San Martin,2007
General San Martin,2008
General San Martin,2009
General San Martin,2010
General San Martin,2012
General San Martin,2013
General San Martin,2014
General San Martin,2015
General San Martin,2016
General Taboada,1981
General Taboada,1982
General Taboada,1983
General Taboada,1984
General Taboada,1985
General Taboada,1987
General Taboada,1989
General Taboada,1990
General Taboada,1991
General Taboada,1992
General Taboada,1993
General Taboada,1994
General Taboada,1995
General Taboada,1996
General Taboada,1997
General Taboada,1998
General Taboada,2001
General Taboada,2002
General Taboada,2003
General Taboada,2005
General Taboada,2006
General Taboada,2007
General Taboada,2009
General Taboada,2010
General Taboada,2011
General Taboada,2012
General Taboada,2013
General Taboada,2014
General Taboada,2015
General Taboada,2016
General Taboada,2017
General Viamonte,1981
General Viamonte,1982
General Viamonte,1983
General Viamonte,1985
General Viamonte,1986
General Viamonte,1987
General Viamonte,1988
General Viamonte,1989
General Viamonte,1990
General Viamonte,1991
General Viamonte,1992
General Viamonte,1993
General Viamonte,1994
General Viamonte,1996
General Viamonte,1997
General Viamonte,1998
General Viamonte,1999
General Viamonte,2000
General Viamonte,2001
General Viamonte,2002
General Viamonte,2003
General Viamonte,2004
General Viamonte,2005
General Viamonte,2006
General Viamonte,2007
General Viamonte,2009
General Viamonte,2010
General Viamonte,2011
General Viamonte,2012
General Viamonte,2013
General Viamonte,2014
General Viamonte,2015
General Viamonte,2016
General Villegas,1981
General Villegas,1982
General Villegas,1983
General Villegas,1985
General Villegas,1986
General Villegas,1987
General Villegas,1988
General Villegas,1989
General Villegas,1990
General Villegas,1991
General Villegas,1992
General Villegas,1994
General Villegas,1996
General Villegas,1997
General Villegas,1998
General Villegas,1999
General Villegas,2000
General Villegas,2001
General Villegas,2002
General Villegas,2003
General Villegas,2004
General Villegas,2005
General Villegas,2006
General Villegas,2007
General Villegas,2009
General Villegas,2010
General Villegas,2011
General Villegas,2012
General Villegas,2013
General Villegas,2014
General Villegas,2015
General Villegas,2016
General Villegas,2017
Graneros,1981
Graneros,1982
Graneros,1983
Graneros,1984
Graneros,1985
Graneros,1986
Graneros,1987
Graneros,1989
Graneros,1990
Graneros,1991
Graneros,1992
Graneros,1996
Graneros,1997
Graneros,1998
Graneros,2003
Graneros,2005
Graneros,2006
Graneros,2007
Graneros,2008
Graneros,2009
Graneros,2010
Graneros,2013
Graneros,2014
Graneros,2015
Graneros,2016
Graneros,2017
Gualeguay,1981
Gualeguay,1982
Gualeguay,1983
Gualeguay,1984
Gualeguay,1985
Gualeguay,1986
Gualeguay,1987
Gualeguay,1989
Gualeguay,1991
Gualeguay,1992
Gualeguay,1993
Gualeguay,1994
Gualeguay,1995
Gualeguay,1997
Gualeguay,1998
Gualeguay,1999
Gualeguay,2000
Gualeguay,2001
Gualeguay,2002
Gualeguay,2003
Gualeguay,2004
Gualeguay,2005
Gualeguay,2006
Gualeguay,2007
Gualeguay,2009
Gualeguay,2010
Gualeguay,2011
Gualeguay,2012
Gualeguay,2013
Gualeguay,2014
Gualeguay,2016
Gualeguaychu,1981
Gualeguaychu,1982
Gualeguaychu,1983
Gualeguaychu,1985
Gualeguaychu,1986
Gualeguaychu,1987
Gualeguaychu,1988
Gualeguaychu,1989
Gualeguaychu,1991
Gualeguaychu,1992
Gualeguaychu,1993
Gualeguaychu,1994
Gualeguaychu,1995
Gualeguaychu,1997
Gualeguaychu,1998
Gualeguaychu,2000
Gualeguaychu,2001
Gualeguaychu,2002
Gualeguaychu,2003
Gualeguaychu,2004
Gualeguaychu,2005
Gualeguaychu,2006
Gualeguaychu,2007
Gualeguaychu,2009
Gualeguaychu,2010
Gualeguaychu,2011
Gualeguaychu,2012
Gualeguaychu,2013
Gualeguaychu,2014
Gualeguaychu,2016
Guamini,1989
Guamini,1990
Guamini,1991
Guamini,1995
Guamini,1996
Guamini,1997
Guamini,1998
Guamini,2000
Guamini,2001
Guamini,2002
Guamini,2003
Guamini,2004
Guamini,2005
Guamini,2006
Guamini,2007
Guamini,2009
Guamini,2010
Guamini,2011
Guamini,2012
Guamini,2013
Guamini,2014
Guamini,2015
Guamini,2016
Guamini,2017
Guarani,1981
Guarani,1982
Guarani,1983
Guarani,1984
Guarani,1985
Guarani,1986
Guarani,1987
Guarani,1988
Guarani,1989
Guarani,1993
Guarani,1994
Guarani,1995
Guarani,1996
Guarani,1998
Guarani,2001
Guarani,2003
Guarani,2006
Guarani,2007
Guarani,2009
Guarani,2010
Guarani,2012
Guarani,2013
Guarani,2014
Guarani,2015
Guarani,2016
Guarani,2017
Guasayan,1981
Guasayan,1982
Guasayan,1983
Guasayan,1984
Guasayan,1985
Guasayan,1987
Guasayan,1989
Guasayan,1990
Guasayan,1991
Guasayan,1992
Guasayan,1993
Guasayan,1996
Guasayan,1997
Guasayan,1998
Guasayan,2001
Guasayan,2002
Guasayan,2003
Guasayan,2006
Guasayan,2007
Guasayan,2008
Guasayan,2009
Guasayan,2010
Guasayan,2012
Guasayan,2013
Guasayan,2014
Guasayan,2015
Guasayan,2016
Guasayan,2017
Guatrache,1988
Guatrache,1989
Guatrache,1993
Guatrache,1994
Guatrache,1997
Guatrache,1998
Guatrache,1999
Guatrache,2000
Guatrache,2001
Guatrache,2002
Guatrache,2003
Guatrache,2004
Guatrache,2005
Guatrache,2006
Guatrache,2009
Guatrache,2010
Guatrache,2012
Guatrache,2013
Guatrache,2014
Guatrache,2015
Guatrache,2016
Hipolito Yrigoyen,1981
Hipolito Yrigoyen,1982
Hipolito Yrigoyen,1983
Hipolito Yrigoyen,1984
Hipolito Yrigoyen,1985
Hipolito Yrigoyen,1986
Hipolito Yrigoyen,1987
Hipolito Yrigoyen,1988
Hipolito Yrigoyen,1989
Hipolito Yrigoyen,1990
Hipolito Yrigoyen,1991
Hipolito Yrigoyen,1993
Hipolito Yrigoyen,1994
Hipolito Yrigoyen,1995
Hipolito Yrigoyen,1996
Hipolito Yrigoyen,1997
Hipolito Yrigoyen,1998
Hipolito Yrigoyen,1999
Hipolito Yrigoyen,2001
Hipolito Yrigoyen,2002
Hipolito Yrigoyen,2003
Hipolito Yrigoyen,2004
Hipolito Yrigoyen,2005
Hipolito Yrigoyen,2006
Hipolito Yrigoyen,2007
Hipolito Yrigoyen,2009
Hipolito Yrigoyen,2010
Hipolito Yrigoyen,2011
Hipolito Yrigoyen,2012
Hipolito Yrigoyen,2013
Hipolito Yrigoyen,2014
Hipolito Yrigoyen,2015
Hipolito Yrigoyen,2016
Independencia,1982
Independencia,1983
Independencia,1984
Independencia,1985
Independencia,1986
Independencia,1987
Independencia,1988
Independencia,1989
Independencia,1990
Independencia,1991
Independencia,1992
Independencia,1995
Independencia,1996
Independencia,1997
Independencia,1998
Independencia,1999
Independencia,2000
Independencia,2001
Independencia,2002
Independencia,2004
Independencia,2005
Independencia,2006
Independencia,2007
Independencia,2008
Independencia,2009
Independencia,2010
Independencia,2012
Independencia,2013
Independencia,2014
Independencia,2015
Independencia,2016
Independencia,2017
Iriondo,1981
Iriondo,1982
Iriondo,1983
Iriondo,1984
Iriondo,1985
Iriondo,1986
Iriondo,1987
Iriondo,1989
Iriondo,1990
Iriondo,1991
Iriondo,1992
Iriondo,1993
Iriondo,1994
Iriondo,1995
Iriondo,1997
