departamento,campania_inicio
Cerrillos,1987
Cerrillos,1988
Cerrillos,1989
Cerrillos,1993
Cerrillos,1994
Cerrillos,1995
Cerrillos,1996
Cerrillos,1997
Cerrillos,1998
Cerrillos,1999
Cerrillos,2000
Cerrillos,2001
Cerrillos,2002
Cerrillos,2003
Cerrillos,2004
Cerrillos,2005
Cerrillos,2006
Cerrillos,2007
Cerrillos,2008
Cerrillos,2009
Cerrillos,2010
Cerrillos,2011
Cerrillos,2013
Cerrillos,2014
Cerrillos,2015
Cerrillos,2016
Cerrillos,2017
Chacabuco,1981
Chacabuco,1982
Chacabuco,1983
Chacabuco,1984
Chacabuco,1985
Chacabuco,1986
Chacabuco,1987
Chacabuco,1988
Chacabuco,1989
Chacabuco,1990
Chacabuco,1991
Chacabuco,1992
Chacabuco,1993
Chacabuco,1994
Chacabuco,1995
Chacabuco,1996
Chacabuco,1997
Chacabuco,1998
Chacabuco,1999
Chacabuco,2000
Chacabuco,2001
Chacabuco,2002
Chacabuco,2003
Chacabuco,2004
Chacabuco,2005
Chacabuco,2006
Chacabuco,2007
Chacabuco,2008
Chacabuco,2009
Chacabuco,2010
Chacabuco,2011
Chacabuco,2012
Chacabuco,2013
Chacabuco,2014
Chacabuco,2015
Chacabuco,2016
Chacabuco,2017
Chapaleufu,1981
Chapaleufu,1982
Chapaleufu,1983
Chapaleufu,1984
Chapaleufu,1985
Chapaleufu,1986
Chapaleufu,1987
Chapaleufu,1988
Chapaleufu,1989
Chapaleufu,1990
Chapaleufu,1991
Chapaleufu,1992
Chapaleufu,1993
Chapaleufu,1994
Chapaleufu,1995
Chapaleufu,1996
Chapaleufu,1997
Chapaleufu,1998
Chapaleufu,1999
Chapaleufu,2000
Chapaleufu,2001
Chapaleufu,2002
Chapaleufu,2003
Chapaleufu,2004
Chapaleufu,2005
Chapaleufu,2006
Chapaleufu,2007
Chapaleufu,2009
Chapaleufu,2010
Chapaleufu,2011
Chapaleufu,2012
Chapaleufu,2013
Chapaleufu,2014
Chapaleufu,2015
Chapaleufu,2016
Chapaleufu,2017
Chascomus,1981
Chascomus,1982
Chascomus,1983
Chascomus,1984
Chascomus,1985
Chascomus,1986
Chascomus,1987
Chascomus,1990
Chascomus,1991
Chascomus,1992
Chascomus,1993
Chascomus,1994
Chascomus,1995
Chascomus,1996
Chascomus,1997
Chascomus,1998
Chascomus,1999
Chascomus,2000
Chascomus,2001
Chascomus,2002
Chascomus,2003
Chascomus,2004
Chascomus,2005
Chascomus,2006
Chascomus,2007
Chascomus,2009
Chascomus,2010
Chascomus,2011
Chascomus,2012
Chascomus,2013
Chascomus,2014
Chascomus,2015
Chascomus,2016
Chascomus,2017
Chicoana,1981
Chicoana,1982
Chicoana,1983
Chicoana,1984
Chicoana,1985
Chicoana,1986
Chicoana,1987
Chicoana,1988
Chicoana,1989
Chicoana,1997
Chicoana,1998
Chicoana,1999
Chicoana,2000
Chicoana,2001
Chicoana,2002
Chicoana,2003
Chicoana,2004
Chicoana,2005
Chicoana,2006
Chicoana,2007
Chicoana,2008
Chicoana,2009
Chicoana,2010
Chicoana,2011
Chicoana,2013
Chicoana,2014
Chicoana,2015
Chicoana,2016
Chicoana,2017
Chivilcoy,1981
Chivilcoy,1982
Chivilcoy,1983
Chivilcoy,1984
Chivilcoy,1985
Chivilcoy,1986
Chivilcoy,1987
Chivilcoy,1989
Chivilcoy,1990
Chivilcoy,1991
Chivilcoy,1992
Chivilcoy,1993
Chivilcoy,1994
Chivilcoy,1995
Chivilcoy,1996
Chivilcoy,1997
Chivilcoy,1998
Chivilcoy,2000
Chivilcoy,2001
Chivilcoy,2002
Chivilcoy,2003
Chivilcoy,2004
Chivilcoy,2005
Chivilcoy,2006
Chivilcoy,2007
Chivilcoy,2009
Chivilcoy,2010
Chivilcoy,2011
Chivilcoy,2012
Chivilcoy,2013
Chivilcoy,2014
Chivilcoy,2015
Chivilcoy,2016
Choya,1981
Choya,1982
Choya,1983
Choya,1984
Choya,1985
Choya,1986
Choya,1987
Choya,1988
Choya,1989
Choya,1991
Choya,1992
Choya,1993
Choya,1994
Choya,1996
Choya,1997
Choya,1998
Choya,2005
Choya,2006
Choya,2007
Choya,2008
Choya,2009
Choya,2010
Choya,2012
Choya,2013
Choya,2014
Choya,2015
Choya,2016
Choya,2017
Colon,1981
Colon,1982
Colon,1983
Colon,1984
Colon,1985
Colon,1986
Colon,1987
Colon,1988
Colon,1989
Colon,1990
Colon,1991
Colon,1992
Colon,1993
Colon,1994
Colon,1995
Colon,1996
Colon,1997
Colon,1998
Colon,1999
Colon,2000
Colon,2001
Colon,2002
Colon,2003
Colon,2004
Colon,2005
Colon,2006
Colon,2007
Colon,2008
Colon,2009
Colon,2010
Colon,2011
Colon,2012
Colon,2013
Colon,2014
Colon,2015
Colon,2016
Colon,2017
Comandante Fernandez,1981
Comandante Fernandez,1982
Comandante Fernandez,1983
Comandante Fernandez,1984
Comandante Fernandez,1985
Comandante Fernandez,1986
Comandante Fernandez,1987
Comandante Fernandez,1988
Comandante Fernandez,1989
Comandante Fernandez,1990
Comandante Fernandez,1991
Comandante Fernandez,1992
Comandante Fernandez,1993
Comandante Fernandez,1994
Comandante Fernandez,1995
Comandante Fernandez,1996
Comandante Fernandez,1997
Comandante Fernandez,1998
Comandante Fernandez,1999
Comandante Fernandez,2000
Comandante Fernandez,2001
Comandante Fernandez,2002
Comandante Fernandez,2003
Comandante Fernandez,2004
Comandante Fernandez,2005
Comandante Fernandez,2006
Comandante Fernandez,2007
Comandante Fernandez,2009
Comandante Fernandez,2010
Comandante Fernandez,2011
Comandante Fernandez,2012
Comandante Fernandez,2013
Comandante Fernandez,2014
Comandante Fernandez,2015
Comandante Fernandez,2016
Comandante Fernandez,2017
Concepcion,1981
Concepcion,1982
Concepcion,1983
Concepcion,1984
Concepcion,1985
Concepcion,1986
Concepcion,1987
Concepcion,1988
Concepcion,1989
Concepcion,1991
Concepcion,1993
Concepcion,1994
Concepcion,1995
Concepcion,1996
Concepcion,1997
Concepcion,1998
Concepcion,1999
Concepcion,2000
Concepcion,2001
Concepcion,2002
Concepcion,2003
Concepcion,2004
Concepcion,2005
Concepcion,2006
Concepcion,2007
Concepcion,2008
Concepcion,2009
Concepcion,2010
Concepcion,2012
Concepcion,2013
Concepcion,2014
Concepcion,2015
Concepcion,2016
Concepcion,2017
Concordia,1981
Concordia,1982
Concordia,1983
Concordia,1984
Concordia,1985
Concordia,1986
Concordia,1987
Concordia,1988
Concordia,1989
Concordia,1990
Concordia,1991
Concordia,1992
Concordia,1993
Concordia,1994
Concordia,1995
Concordia,1996
Concordia,1997
Concordia,1998
Concordia,2000
Concordia,2001
Concordia,2002
Concordia,2003
Concordia,2004
Concordia,2005
Concordia,2006
Concordia,2007
Concordia,2009
Concordia,2010
Concordia,2011
Concordia,2012
Concordia,2013
Concordia,2014
Concordia,2015
Concordia,2016
Conhelo,1981
Conhelo,1982
Conhelo,1983
Conhelo,1984
Conhelo,1985
Conhelo,1986
Conhelo,1987
Conhelo,1988
Conhelo,1989
Conhelo,1990
Conhelo,1991
Conhelo,1992
Conhelo,1993
Conhelo,1994
Conhelo,1996
Conhelo,1997
Conhelo,1998
Conhelo,1999
Conhelo,2000
Conhelo,2001
Conhelo,2002
Conhelo,2003
Conhelo,2004
Conhelo,2005
Conhelo,2006
Conhelo,2007
Conhelo,2008
Conhelo,2009
Conhelo,2010
Conhelo,2011
Conhelo,2012
Conhelo,2013
Conhelo,2014
Conhelo,2015
Conhelo,2016
Conhelo,2017
Copo,1981
Copo,1982
Copo,1983
Copo,1984
Copo,1985
Copo,1986
Copo,1987
Copo,1988
Copo,1989
Copo,1996
Copo,1997
Copo,1998
Copo,2002
Copo,2003
Copo,2004
Copo,2005
Copo,2006
Copo,2007
Copo,2009
Copo,2010
Copo,2011
Copo,2012
Copo,2013
Copo,2014
Copo,2015
Copo,2016
Copo,2017
Coronel Dorrego,1981
Coronel Dorrego,1982
Coronel Dorrego,1983
Coronel Dorrego,1984
Coronel Dorrego,1985
Coronel Dorrego,1986
Coronel Dorrego,1987
Coronel Dorrego,1988
Coronel Dorrego,1989
Coronel Dorrego,1991
Coronel Dorrego,1992
Coronel Dorrego,1993
Coronel Dorrego,1994
Coronel Dorrego,1995
Coronel Dorrego,1996
Coronel Dorrego,1997
Coronel Dorrego,1999
Coronel Dorrego,2000
Coronel Dorrego,2001
Coronel Dorrego,2002
Coronel Dorrego,2003
Coronel Dorrego,2004
Coronel Dorrego,2005
Coronel Dorrego,2006
Coronel Dorrego,2007
Coronel Dorrego,2009
Coronel Dorrego,2010
Coronel Dorrego,2011
Coronel Dorrego,2012
Coronel Dorrego,2013
Coronel Dorrego,2014
Coronel Dorrego,2015
Coronel Dorrego,2016
Coronel Dorrego,2017
Coronel Pringles,1981
Coronel Pringles,1982
Coronel Pringles,1983
Coronel Pringles,1984
Coronel Pringles,1985
Coronel Pringles,1986
Coronel Pringles,1987
Coronel Pringles,1988
Coronel Pringles,1989
Coronel Pringles,1990
Coronel Pringles,1991
Coronel Pringles,1992
Coronel Pringles,1993
Coronel Pringles,1994
Coronel Pringles,1995
Coronel Pringles,1996
Coronel Pringles,1997
Coronel Pringles,1998
Coronel Pringles,1999
Coronel Pringles,2000
Coronel Pringles,2001
Coronel Pringles,2003
Coronel Pringles,2004
Coronel Pringles,2006
Coronel Pringles,2007
Coronel Pringles,2008
Coronel Pringles,2009
Coronel Pringles,2010
Coronel Pringles,2011
Coronel Pringles,2012
Coronel Pringles,2013
Coronel Pringles,2014
Coronel Pringles,2015
Coronel Pringles,2016
Coronel Pringles,2017
Coronel Suarez,1981
Coronel Suarez,1982
Coronel Suarez,1983
Coronel Suarez,1984
Coronel Suarez,1985
Coronel Suarez,1986
Coronel Suarez,1987
Coronel Suarez,1989
Coronel Suarez,1990
Coronel Suarez,1991
Coronel Suarez,1992
Coronel Suarez,1993
Coronel Suarez,1994
Coronel Suarez,1996
Coronel Suarez,1997
Coronel Suarez,1998
Coronel Suarez,1999
Coronel Suarez,2000
Coronel Suarez,2001
Coronel Suarez,2002
Coronel Suarez,2003
Coronel Suarez,2004
Coronel Suarez,2005
Coronel Suarez,2006
Coronel Suarez,2007
Coronel Suarez,2009
Coronel Suarez,2010
Coronel Suarez,2011
Coronel Suarez,2012
Coronel Suarez,2013
Coronel Suarez,2014
Coronel Suarez,2015
Coronel Suarez,2016
Coronel Suarez,2017
Cruz Alta,1981
Cruz Alta,1982
Cruz Alta,1983
Cruz Alta,1984
Cruz Alta,1985
Cruz Alta,1986
Cruz Alta,1987
Cruz Alta,1989
Cruz Alta,1991
Cruz Alta,1992
Cruz Alta,1993
Cruz Alta,1994
Cruz Alta,1996
Cruz Alta,1997
Cruz Alta,1998
Cruz Alta,2004
Cruz Alta,2005
Cruz Alta,2006
Cruz Alta,2007
Cruz Alta,2008
Cruz Alta,2009
Cruz Alta,2010
Cruz Alta,2012
Cruz Alta,2013
Cruz Alta,2014
Cruz Alta,2015
Cruz Alta,2016
Cruz Alta,2017
Curuzu Cuatia,1981
Curuzu Cuatia,1982
Curuzu Cuatia,1983
Curuzu Cuatia,1984
Curuzu Cuatia,1985
Curuzu Cuatia,1986
Curuzu Cuatia,1987
Curuzu Cuatia,1988
Curuzu Cuatia,1989
Curuzu Cuatia,1992
Curuzu Cuatia,1993
Curuzu Cuatia,1996
Curuzu Cuatia,1997
Curuzu Cuatia,1998
Curuzu Cuatia,2002
Curuzu Cuatia,2003
Curuzu Cuatia,2005
Curuzu Cuatia,2007
Curuzu Cuatia,2008
Curuzu Cuatia,2009
Curuzu Cuatia,2010
Curuzu Cuatia,2013
Daireaux,1981
Daireaux,1982
Daireaux,1983
Daireaux,1984
Daireaux,1985
Daireaux,1986
Daireaux,1987
Daireaux,1988
Daireaux,1989
Daireaux,1990
Daireaux,1991
Daireaux,1992
Daireaux,1993
Daireaux,1994
Daireaux,1995
Daireaux,1996
Daireaux,1997
Daireaux,1998
Daireaux,1999
Daireaux,2000
Daireaux,2001
Daireaux,2002
Daireaux,2003
Daireaux,2004
Daireaux,2005
Daireaux,2006
Daireaux,2007
Daireaux,2009
Daireaux,2010
Daireaux,2011
Daireaux,2012
Daireaux,2013
Daireaux,2014
Daireaux,2015
Daireaux,2016
Diamante,1981
Diamante,1982
Diamante,1983
Diamante,1984
Diamante,1985
Diamante,1986
Diamante,1987
Diamante,1988
Diamante,1989
Diamante,1990
Diamante,1991
Diamante,1992
Diamante,1993
Diamante,1994
Diamante,1995
Diamante,1996
Diamante,1997
Diamante,1998
Diamante,1999
Diamante,2000
Diamante,2001
Diamante,2002
Diamante,2003
Diamante,2004
Diamante,2006
Diamante,2007
Diamante,2009
Diamante,2010
Diamante,2011
Diamante,2012
Diamante,2013
Diamante,2014
Diamante,2015
Diamante,2016
Dolores,1981
Dolores,1982
Dolores,1983
Dolores,1984
Dolores,1985
Dolores,1986
Dolores,1987
Dolores,1990
Dolores,1991
Dolores,1992
Dolores,1993
Dolores,1994
Dolores,1996
Dolores,1997
Dolores,1998
Dolores,1999
Dolores,2000
Dolores,2001
Dolores,2002
Dolores,2003
Dolores,2004
Dolores,2005
Dolores,2006
Dolores,2007
Dolores,2009
Dolores,2010
Dolores,2011
Dolores,2012
Dolores,2013
Dolores,2014
Dolores,2015
Dolores,2016
Dolores,2017
Dr. Manuel Belgrano,1995
Dr. Manuel Belgrano,1996
Dr. Manuel Belgrano,1997
Dr. Manuel Belgrano,1999
Dr. Manuel Belgrano,2000
Dr. Manuel Belgrano,2001
Dr. Manuel Belgrano,2002
Dr. Manuel Belgrano,2003
Dr. Manuel Belgrano,2004
Dr. Manuel Belgrano,2005
Dr. Manuel Belgrano,2006
Dr. Manuel Belgrano,2007
Dr. Manuel Belgrano,2008
Dr. Manuel Belgrano,2009
Dr. Manuel Belgrano,2010
Dr. Manuel Belgrano,2011
Dr. Manuel Belgrano,2013
Dr. Manuel Belgrano,2014
Dr. Manuel Belgrano,2015
Dr. Manuel Belgrano,2016
Dr. Manuel Belgrano,2017
El Alto,1981
El Alto,1982
El Alto,1983
El Alto,1985
El Alto,1987
El Alto,1988
El Alto,1989
El Alto,1991
El Alto,1992
El Alto,1993
El Alto,1994
El Alto,1995
El Alto,1996
El Alto,1997
El Alto,1998
El Alto,2000
El Alto,2001
El Alto,2002
El Alto,2003
El Alto,2004
El Alto,2005
El Alto,2006
El Alto,2007
El Alto,2008
El Alto,2009
El Alto,2010
El Alto,2011
El Alto,2013
El Alto,2014
El Alto,2015
El Alto,2016
El Alto,2017
El Carmen,1981
El Carmen,1982
El Carmen,1983
El Carmen,1984
El Carmen,1985
El Carmen,1986
El Carmen,1987
El Carmen,1988
El Carmen,1989
El Carmen,1990
El Carmen,1991
El Carmen,1992
El Carmen,1993
El Carmen,1994
El Carmen,1995
El Carmen,1996
El Carmen,1997
El Carmen,1998
El Carmen,1999
El Carmen,2000
El Carmen,2001
El Carmen,2002
El Carmen,2003
El Carmen,2004
El Carmen,2005
El Carmen,2006
El Carmen,2007
El Carmen,2008
El Carmen,2009
El Carmen,2010
El Carmen,2011
El Carmen,2013
El Carmen,2014
El Carmen,2015
El Carmen,2016
El Carmen,2017
Eldorado,1981
Eldorado,1982
Eldorado,1983
Eldorado,1984
Eldorado,1986
Eldorado,1987
Eldorado,1988
Eldorado,1989
Eldorado,1993
Eldorado,1994
Eldorado,1995
Eldorado,1996
Eldorado,1998
Eldorado,1999
Eldorado,2000
Eldorado,2002
Eldorado,2003
Eldorado,2004
Eldorado,2005
Eldorado,2006
Eldorado,2007
Eldorado,2009
Eldorado,2010
Eldorado,2011
Eldorado,2012
Eldorado,2013
Eldorado,2014
Eldorado,2015
Eldorado,2016
Eldorado,2017
Empedrado,1981
Empedrado,1982
Empedrado,1983
Empedrado,1984
Empedrado,1985
Empedrado,1986
Empedrado,1987
Empedrado,1989
Empedrado,1991
Empedrado,1992
Empedrado,1993
Empedrado,1994
Empedrado,1995
Empedrado,1996
Empedrado,1997
Empedrado,1998
Empedrado,1999
Empedrado,2002
Empedrado,2003
Empedrado,2005
Empedrado,2009
Empedrado,2010
Empedrado,2013
Esquina,1981
Esquina,1982
Esquina,1983
Esquina,1984
Esquina,1985
Esquina,1986
Esquina,1987
Esquina,1988
Esquina,1989
Esquina,1992
Esquina,1993
Esquina,1995
Esquina,1996
Esquina,1997
Esquina,1998
Esquina,1999
Esquina,2002
Esquina,2003
Esquina,2005
Esquina,2007
Esquina,2008
Esquina,2009
Esquina,2010
Esquina,2013
Exaltacion De La Cruz,1981
Exaltacion De La Cruz,1982
Exaltacion De La Cruz,1983
Exaltacion De La Cruz,1984
Exaltacion De La Cruz,1986
Exaltacion De La Cruz,1987
Exaltacion De La Cruz,1989
Exaltacion De La Cruz,1990
Exaltacion De La Cruz,1991
Exaltacion De La Cruz,1992
Exaltacion De La Cruz,1993
Exaltacion De La Cruz,1994
Exaltacion De La Cruz,1996
Exaltacion De La Cruz,1997
Exaltacion De La Cruz,1998
Exaltacion De La Cruz,2000
Exaltacion De La Cruz,2001
Exaltacion De La Cruz,2002
Exaltacion De La Cruz,2003
Exaltacion De La Cruz,2004
Exaltacion De La Cruz,2005
Exaltacion De La Cruz,2006
Exaltacion De La Cruz,2007
Exaltacion De La Cruz,2009
Exaltacion De La Cruz,2010
Exaltacion De La Cruz,2011
Exaltacion De La Cruz,2012
Exaltacion De La Cruz,2013
Exaltacion De La Cruz,2014
Exaltacion De La Cruz,2015
Exaltacion De La Cruz,2016
Exaltacion De La Cruz,2017
Federacion,1981
Federacion,1982
Federacion,1983
Federacion,1984
Federacion,1985
Federacion,1986
Federacion,1987
Federacion,1988
Federacion,1989
Federacion,1990
Federacion,1991
Federacion,1992
Federacion,1993
Federacion,1994
Federacion,1995
Federacion,1996
Federacion,1997
Federacion,1998
Federacion,2000
Federacion,2001
Federacion,2002
Federacion,2003
Federacion,2004
Federacion,2005
Federacion,2006
Federacion,2007
Federacion,2009
Federacion,2010
Federacion,2011
Federacion,2012
Federacion,2013
Federacion,2014
Federacion,2015
Federacion,2016
Federal,1981
Federal,1982
Federal,1983
Federal,1984
Federal,1985
Federal,1986
Federal,1987
Federal,1988
Federal,1989
Federal,1990
Federal,1991
Federal,1992
Federal,1993
Federal,1994
Federal,1995
Federal,1996
Federal,1997
Federal,1998
Federal,2000
Federal,2001
Federal,2002
Federal,2003
Federal,2004
Federal,2005
Federal,2006
Federal,2007
Federal,2009
Federal,2010
Federal,2011
Federal,2012
Federal,2013
Federal,2014
Federal,2015
Federal,2016
Feliciano,1981
Feliciano,1982
Feliciano,1983
Feliciano,1984
Feliciano,1985
Feliciano,1986
Feliciano,1987
Feliciano,1989
Feliciano,1990
Feliciano,1991
Feliciano,1992
Feliciano,1993
Feliciano,1994
Feliciano,1995
Feliciano,1996
Feliciano,1997
Feliciano,1998
Feliciano,2000
Feliciano,2001
Feliciano,2002
Feliciano,2003
Feliciano,2004
Feliciano,2005
Feliciano,2006
Feliciano,2007
Feliciano,2008
Feliciano,2009
Feliciano,2011
Feliciano,2012
Feliciano,2013
Feliciano,2014
Feliciano,2015
Feliciano,2016
Figueroa,1981
Figueroa,1982
Figueroa,1985
Figueroa,1986
Figueroa,1987
Figueroa,1989
Figueroa,1993
Figueroa,1994
Figueroa,1995
Figueroa,1996
Figueroa,1997
Figueroa,1998
Figueroa,2010
Figueroa,2011
Figueroa,2013
Figueroa,2014
Figueroa,2015
Figueroa,2016
Figueroa,2017
Florentino Ameghino,1995
Florentino Ameghino,1996
Florentino Ameghino,1997
Florentino Ameghino,1998
Florentino Ameghino,1999
Florentino Ameghino,2000
Florentino Ameghino,2001
Florentino Ameghino,2002
Florentino Ameghino,2003
Florentino Ameghino,2004
Florentino Ameghino,2005
Florentino Ameghino,2006
Florentino Ameghino,2007
Florentino Ameghino,2009
Florentino Ameghino,2010
Florentino Ameghino,2012
Florentino Ameghino,2013
Florentino Ameghino,2014
Florentino Ameghino,2015
Florentino Ameghino,2016
Florentino Ameghino,2017
Formosa,1981
Formosa,1982
Formosa,1983
Formosa,1984
Formosa,1985
Formosa,1986
Formosa,1987
Formosa,1988
Formosa,1989
Formosa,1990
Formosa,1991
Formosa,1992
Formosa,1993
Formosa,1994
Formosa,1995
Formosa,1996
Formosa,1997
Formosa,1998
Formosa,2001
Formosa,2002
Formosa,2003
Formosa,2004
Fray Justo Santa Maria De Oro,1981
Fray Justo Santa Maria De Oro,1982
Fray Justo Santa Maria De Oro,1983
Fray Justo Santa Maria De Oro,1984
Fray Justo Santa Maria De Oro,1985
Fray Justo Santa Maria De Oro,1986
Fray Justo Santa Maria De Oro,1987
Fray Justo Santa Maria De Oro,1988
Fray Justo Santa Maria De Oro,1989
Fray Justo Santa Maria De Oro,1991
Fray Justo Santa Maria De Oro,1992
Fray Justo Santa Maria De Oro,1993
Fray Justo Santa Maria De Oro,1994
Fray Justo Santa Maria De Oro,1995
Fray Justo Santa Maria De Oro,1996
Fray Justo Santa Maria De Oro,1997
Fray Justo Santa Maria De Oro,1998
Fray Justo Santa Maria De Oro,1999
Fray Justo Santa Maria De Oro,2001
Fray Justo Santa Maria De Oro,2002
Fray Justo Santa Maria De Oro,2003
Fray Justo Santa Maria De Oro,2004
Fray Justo Santa Maria De Oro,2005
Fray Justo Santa Maria De Oro,2006
Fray Justo Santa Maria De Oro,2007
Fray Justo Santa Maria De Oro,2009
Fray Justo Santa Maria De Oro,2010
Fray Justo Santa Maria De Oro,2011
Fray Justo Santa Maria De Oro,2012
Fray Justo Santa Maria De Oro,2013
Fray Justo Santa Maria De Oro,2014
Fray Justo Santa Maria De Oro,2015
Fray Justo Santa Maria De Oro,2016
Fray Justo Santa Maria De Oro,2017
Garay,1981
Garay,1982
Garay,1983
Garay,1984
Garay,1985
Garay,1986
Garay,1988
Garay,1989
Garay,1994
Garay,1995
Garay,1996
Garay,1997
Garay,1998
Garay,2000
Garay,2001
Garay,2002
Garay,2003
Garay,2004
Garay,2005
Garay,2006
Garay,2007
Garay,2009
Garay,2010
Garay,2011
Garay,2012
Garay,2013
Garay,2014
Garay,2015
Garay,2016
General Alvarado,1981
General Alvarado,1982
General Alvarado,1983
General Alvarado,1984
General Alvarado,1985
General Alvarado,1986
General Alvarado,1987
General Alvarado,1988
General Alvarado,1989
General Alvarado,1990
General Alvarado,1991
General Alvarado,1993
General Alvarado,1994
General Alvarado,1995
General Alvarado,1996
General Alvarado,1997
General Alvarado,1998
General Alvarado,1999
General Alvarado,2000
General Alvarado,2001
General Alvarado,2002
General Alvarado,2003
General Alvarado,2004
General Alvarado,2005
General Alvarado,2006
General Alvarado,2007
General Alvarado,2009
General Alvarado,2010
General Alvarado,2011
General Alvarado,2012
General Alvarado,2013
General Alvarado,2014
General Alvarado,2015
General Alvarado,2016
General Alvarado,2017
General Alvear,1981
General Alvear,1982
General Alvear,1983
General Alvear,1984
General Alvear,1985
General Alvear,1986
General Alvear,1987
General Alvear,1988
General Alvear,1989
General Alvear,1990
General Alvear,1991
General Alvear,1993
General Alvear,1994
General Alvear,1996
General Alvear,1997
General Alvear,1998
General Alvear,1999
General Alvear,2000
General Alvear,2001
General Alvear,2002
General Alvear,2003
General Alvear,2004
General Alvear,2005
General Alvear,2006
General Alvear,2007
General Alvear,2009
General Alvear,2010
General Alvear,2011
General Alvear,2013
General Alvear,2014
General Alvear,2015
General Alvear,2016
General Alvear,2017
General Arenales,1981
General Arenales,1982
General Arenales,1983
General Arenales,1984
General Arenales,1987
General Arenales,1988
General Arenales,1989
General Arenales,1990
General Arenales,1991
General Arenales,1992
General Arenales,1993
General Arenales,1994
General Arenales,1995
General Arenales,1996
General Arenales,1997
General Arenales,1998
General Arenales,1999
General Arenales,2000
General Arenales,2001
General Arenales,2002
General Arenales,2003
General Arenales,2004
General Arenales,2005
General Arenales,2006
General Arenales,2007
General Arenales,2008
General Arenales,2009
General Arenales,2010
General Arenales,2012
General Arenales,2013
General Arenales,2014
General Arenales,2015
General Arenales,2016
General Belgrano,1981
General Belgrano,1982
General Belgrano,1983
General Belgrano,1984
General Belgrano,1985
General Belgrano,1986
General Belgrano,1987
General Belgrano,1988
General Belgrano,1989
General Belgrano,1990
General Belgrano,1991
General Belgrano,1992
General Belgrano,1993
General Belgrano,1994
General Belgrano,1995
General Belgrano,1996
General Belgrano,1997
General Belgrano,1998
General Belgrano,1999
General Belgrano,2000
General Belgrano,2001
General Belgrano,2002
General Belgrano,2003
General Belgrano,2004
General Belgrano,2005
General Belgrano,2006
General Belgrano,2007
General Belgrano,2008
General Belgrano,2009
General Belgrano,2010
General Belgrano,2011
General Belgrano,2012
General Belgrano,2013
General Belgrano,2014
General Belgrano,2015
General Belgrano,2016
General Belgrano,2017
General Donovan,1981
General Donovan,1982
General Donovan,1983
General Donovan,1984
General Donovan,1985
General Donovan,1986
General Donovan,1987
General Donovan,1988
General Donovan,1989
General Donovan,1993
General Donovan,1994
General Donovan,1995
General Donovan,1996
General Donovan,1997
General Donovan,1998
General Donovan,1999
General Donovan,2000
General Donovan,2001
General Donovan,2002
General Donovan,2003
General Donovan,2004
General Donovan,2005
General Donovan,2006
General Donovan,2007
General Donovan,2009
General Donovan,2010
General Donovan,2011
General Donovan,2013
General Guemes,1981
General Guemes,1982
General Guemes,1983
General Guemes,1984
General Guemes,1985
General Guemes,1986
General Guemes,1987
General Guemes,1988
General Guemes,1989
General Guemes,1991
General Guemes,1992
General Guemes,1993
General Guemes,1994
General Guemes,1995
General Guemes,1996
General Guemes,1997
General Guemes,1998
General Guemes,1999
General Guemes,2000
General Guemes,2001
General Guemes,2002
General Guemes,2003
General Guemes,2004
General Guemes,2005
General Guemes,2006
General Guemes,2007
General Guemes,2008
General Guemes,2009
General Guemes,2010
General Guemes,2011
General Guemes,2012
General Guemes,2013
General Guemes,2014
General Guemes,2015
General Guemes,2016
General Guemes,2017
General Guido,1981
General Guido,1982
General Guido,1983
General Guido,1984
General Guido,1985
General Guido,1986
General Guido,1987
General Guido,1988
General Guido,1989
General Guido,1996
General Guido,1997
General Guido,1999
General Guido,2000
General Guido,2001
General Guido,2002
General Guido,2003
General Guido,2004
General Guido,2005
General Guido,2006
General Guido,2007
General Guido,2009
General Guido,2010
General Guido,2011
General Guido,2012
General Guido,2013
General Guido,2014
General Guido,2015
General Guido,2016
General Guido,2017
General Jose De San Martin,1981
General Jose De San Martin,1982
General Jose De San Martin,1983
General Jose De San Martin,1984
General Jose De San Martin,1985
General Jose De San Martin,1986
General Jose De San Martin,1987
General Jose De San Martin,1988
General Jose De San Martin,1989
General Jose De San Martin,1991
General Jose De San Martin,1992
General Jose De San Martin,1993
General Jose De San Martin,1994
General Jose De San Martin,1995
General Jose De San Martin,1996
General Jose De San Martin,1997
General Jose De San Martin,1998
General Jose De San Martin,1999
General Jose De San Martin,2000
General Jose De San Martin,2001
General Jose De San Martin,2002
General Jose De San Martin,2003
General Jose De San Martin,2004
General Jose De San Martin,2005
General Jose De San Martin,2006
General Jose De San Martin,2007
General Jose De San Martin,2008
General Jose De San Martin,2009
General Jose De San Martin,2010
General Jose De San Martin,2011
General Jose De San Martin,2013
General Jose De San Martin,2014
General Jose De San Martin,2015
General Jose De San Martin,2016
General Jose De San Martin,2017
General Juan Madariaga,1981
General Juan Madariaga,1982
General Juan Madariaga,1983
General Juan Madariaga,1984
General Juan Madariaga,1985
General Juan Madariaga,1986
General Juan Madariaga,1987
General Juan Madariaga,1988
General Juan Madariaga,1989
General Juan Madariaga,1991
General Juan Madariaga,1992
General Juan Madariaga,1993
General Juan Madariaga,1994
General Juan Madariaga,1995
General Juan Madariaga,1996
General Juan Madariaga,1997
General Juan Madariaga,1998
General Juan Madariaga,1999
General Juan Madariaga,2000
General Juan Madariaga,2001
